name,organization/article,wavenumber_1,wavenumber_2,wavenumber_3,intensity_1,intensity_2,intensity_3
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.910085078,0.621559716
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.910810415,0.624497168
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.92339,0.883785672
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.845482815,0.476291034
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.916191152,0.556522057
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.903758089,0.499470231
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.90831687,0.518729174
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.917433226,0.500339241
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.906800669,0.607706241
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.838258305,0.452788177
HDPE,Chabuka et al. 2020,2915.9,717.4,2846.5,1.0,0.824392953,0.746687075
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.897940955,0.878196315
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.906874336,0.545855495
HDPE,Chabuka et al. 2020,2914.0,717.4,2846.5,1.0,0.931180251,0.923020538
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.894821432,0.778094293
HDPE,Chabuka et al. 2020,2915.9,2846.5,1461.8,1.0,0.775809126,0.550597909
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.901941262,0.467571173
HDPE,Chabuka et al. 2020,2914.0,2846.5,719.3,1.0,0.898591511,0.615963079
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.878682064,0.654270728
HDPE,Chabuka et al. 2020,717.4,729.0,2914.0,1.0,0.634755714,0.590742811
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.776985467,0.742128981
HDPE,Chabuka et al. 2020,2914.0,2846.5,1461.8,1.0,0.889162856,0.431573632
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.882648641,0.791003324
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.86844981,0.592264282
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.907953674,0.599461456
HDPE,Chabuka et al. 2020,2914.0,2846.5,1461.8,1.0,0.855746367,0.526515228
HDPE,Chabuka et al. 2020,2914.0,2846.5,719.3,1.0,0.891042876,0.4484935
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.916430169,0.591956593
HDPE,Chabuka et al. 2020,2914.0,717.4,2846.5,1.0,0.918947201,0.894551458
HDPE,Chabuka et al. 2020,2915.9,2846.5,1461.8,1.0,0.752097431,0.66246367
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.868463035,0.801706859
HDPE,Chabuka et al. 2020,717.4,2915.9,2846.5,1.0,0.959703703,0.784269931
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.919944002,0.75718616
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.892964325,0.664890577
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.917946511,0.880323966
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.845694336,0.798712964
HDPE,Chabuka et al. 2020,2915.9,717.4,2846.5,1.0,0.925656578,0.916468573
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.913981512,0.689319521
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.916214122,0.652615541
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.909668498,0.462759342
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.908937772,0.553240543
HDPE,Chabuka et al. 2020,2914.0,2846.5,1461.8,1.0,0.86008217,0.581296938
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.907924462,0.493129807
HDPE,Chabuka et al. 2020,2915.9,2846.5,717.4,1.0,0.81163916,0.521423037
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.924364238,0.741905088
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.934408736,0.812414384
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.907384406,0.508503173
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.908050877,0.664434793
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.948310214,0.927792032
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.913264408,0.480540598
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.929049473,0.554502594
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.930794826,0.642718071
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.927521516,0.617376711
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.915821603,0.754434058
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.926899886,0.604197548
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.925878151,0.693102834
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.923297171,0.651162918
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.915555494,0.660056317
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.930101622,0.700099555
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.923278564,0.713751026
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.910359029,0.458772585
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.926952084,0.834042357
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.921679851,0.854631373
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.922634682,0.477433898
HDPE,Chabuka et al. 2020,2914.0,717.4,2846.5,1.0,0.986692106,0.922001449
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.929108528,0.721625003
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.936422831,0.64005975
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.924429366,0.882203631
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.937347043,0.808832246
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.873958772,0.626003289
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.871108802,0.793323084
HDPE,Chabuka et al. 2020,1151.3,2914.0,1207.2,1.0,0.94781536,0.834977506
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.868996606,0.648152388
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.862313974,0.579348198
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.855680937,0.525524645
HDPE,Chabuka et al. 2020,2914.0,717.4,2846.5,1.0,0.862114168,0.845405524
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.856370656,0.676882113
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.868313143,0.725264954
HDPE,Chabuka et al. 2020,796.5,779.1,1076.1,1.0,0.928147484,0.767642617
HDPE,Chabuka et al. 2020,796.5,779.1,1457.9,1.0,0.982906019,0.698968369
HDPE,Chabuka et al. 2020,796.5,779.1,1461.8,1.0,0.961488966,0.637264634
HDPE,Chabuka et al. 2020,798.4,1080.0,781.0,1.0,0.979222684,0.811988271
HDPE,Chabuka et al. 2020,1076.1,798.4,779.1,1.0,0.878613011,0.748197916
HDPE,Chabuka et al. 2020,2914.0,717.4,2846.5,1.0,0.862811651,0.817600283
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.833411797,0.674181842
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.834743295,0.542733796
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.833901397,0.570677655
HDPE,Chabuka et al. 2020,796.5,779.1,1074.2,1.0,0.949660002,0.599957607
HDPE,Chabuka et al. 2020,798.4,779.1,1083.8,1.0,0.851131253,0.741688973
HDPE,Chabuka et al. 2020,796.5,779.1,2915.9,1.0,0.86275548,0.578721917
HDPE,Chabuka et al. 2020,798.4,2914.0,781.0,1.0,0.814554159,0.786910796
HDPE,Chabuka et al. 2020,798.4,779.1,1080.0,1.0,0.871181561,0.632081291
HDPE,Chabuka et al. 2020,798.4,779.1,1074.2,1.0,0.869599691,0.467966777
HDPE,Chabuka et al. 2020,796.5,779.1,1060.7,1.0,0.988717709,0.808623979
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.87450263,0.849340623
HDPE,Chabuka et al. 2020,1151.3,1205.3,2914.0,1.0,0.780583753,0.74382658
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.857152658,0.558466985
HDPE,Chabuka et al. 2020,2912.0,2846.5,717.4,1.0,0.872477356,0.682049241
HDPE,Chabuka et al. 2020,676.9,1083.8,1149.4,1.0,0.66162542,0.637337113
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.853824711,0.518149354
HDPE,Chabuka et al. 2020,1149.4,1205.3,717.4,1.0,0.75867076,0.517078015
HDPE,Chabuka et al. 2020,1149.4,1203.4,2914.0,1.0,0.779394353,0.592347762
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.868184289,0.50855812
HDPE,Chabuka et al. 2020,1147.5,1201.5,1465.7,1.0,0.819678343,0.18305324
HDPE,Chabuka et al. 2020,1145.5,1201.5,798.4,1.0,0.687662642,0.053548054
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.922822296,0.596370806
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.919500413,0.560189835
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.927440782,0.718840881
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.924719418,0.62193068
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.909949511,0.755584544
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.920144923,0.654164237
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.890107849,0.541546553
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.90351543,0.594660844
HDPE,Chabuka et al. 2020,2914.0,717.4,2846.5,1.0,0.937205374,0.919985906
HDPE,Chabuka et al. 2020,717.4,729.0,2914.0,1.0,0.701403261,0.620060963
HDPE,Chabuka et al. 2020,2914.0,717.4,2846.5,1.0,0.897623875,0.892531997
HDPE,Chabuka et al. 2020,717.4,2914.0,729.0,1.0,0.652316931,0.648481243
HDPE,Chabuka et al. 2020,717.4,2914.0,2846.5,1.0,0.783594717,0.686290439
HDPE,Chabuka et al. 2020,717.4,2914.0,729.0,1.0,0.762711189,0.689134839
HDPE,Chabuka et al. 2020,717.4,2914.0,2846.5,1.0,0.955024114,0.88581976
HDPE,Chabuka et al. 2020,2914.0,717.4,2846.5,1.0,0.997128335,0.901502448
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.893907118,0.838358018
HDPE,Chabuka et al. 2020,717.4,2914.0,2846.5,1.0,0.935792687,0.847054923
HDPE,Chabuka et al. 2020,2914.0,717.4,2846.5,1.0,0.927024695,0.878045763
HDPE,Chabuka et al. 2020,717.4,2914.0,2846.5,1.0,0.909106049,0.799164679
HDPE,Chabuka et al. 2020,717.4,2915.9,2846.5,1.0,0.861067247,0.736690113
HDPE,Chabuka et al. 2020,2915.9,2846.5,717.4,1.0,0.831932453,0.726749354
HDPE,Chabuka et al. 2020,717.4,2915.9,2846.5,1.0,0.91347283,0.804137382
HDPE,Chabuka et al. 2020,717.4,2914.0,729.0,1.0,0.725013239,0.711539108
HDPE,Chabuka et al. 2020,717.4,2914.0,2846.5,1.0,0.95991509,0.860103339
HDPE,Chabuka et al. 2020,717.4,729.0,2914.0,1.0,0.664916773,0.6341939
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.88731768,0.769641454
HDPE,Chabuka et al. 2020,2917.8,717.4,2848.4,1.0,0.781050367,0.77449415
HDPE,Chabuka et al. 2020,2915.9,2846.5,1093.5,1.0,0.83082339,0.778054355
HDPE,Chabuka et al. 2020,2914.0,2846.5,717.4,1.0,0.897752058,0.799647079
HDPE,Chabuka et al. 2020,717.4,2914.0,2846.5,1.0,0.823166858,0.737992718
HDPE,Chabuka et al. 2020,717.4,2914.0,2846.5,1.0,0.888417237,0.820757324
PET,Chabuka et al. 2020,1714.4,721.3,1242.0,1.0,0.874965466,0.841267649
PET,Chabuka et al. 2020,721.3,1712.5,1242.0,1.0,0.768940203,0.669983876
PET,Chabuka et al. 2020,1712.5,1240.0,723.2,1.0,0.81468526,0.773243263
PET,Chabuka et al. 2020,721.3,1712.5,1240.0,1.0,0.895757164,0.832484916
PET,Chabuka et al. 2020,1712.5,721.3,1240.0,1.0,0.990811587,0.914011902
PET,Chabuka et al. 2020,721.3,1712.5,1240.0,1.0,0.934140705,0.829552115
PET,Chabuka et al. 2020,721.3,1712.5,1240.0,1.0,0.96557885,0.929369707
PET,Chabuka et al. 2020,721.3,1089.6,1257.4,1.0,0.804223004,0.750721853
PET,Chabuka et al. 2020,1712.5,1243.9,1095.4,1.0,0.794260772,0.64783198
PET,Chabuka et al. 2020,721.3,1712.5,1240.0,1.0,0.951465454,0.928433413
PET,Chabuka et al. 2020,721.3,1712.5,1243.9,1.0,0.967129745,0.833623942
PET,Chabuka et al. 2020,721.3,1712.5,1242.0,1.0,0.955850381,0.862151587
PET,Chabuka et al. 2020,721.3,1712.5,1240.0,1.0,0.596017972,0.561743917
PET,Chabuka et al. 2020,721.3,1712.5,1242.0,1.0,0.848891728,0.819819086
PET,Chabuka et al. 2020,721.3,1712.5,1242.0,1.0,0.900394561,0.83673514
PET,Chabuka et al. 2020,721.3,1236.2,1710.6,1.0,0.794101478,0.773345221
PET,Chabuka et al. 2020,721.3,1712.5,1242.0,1.0,0.884372914,0.825042232
PET,Chabuka et al. 2020,721.3,1712.5,1240.0,1.0,0.990313423,0.939186635
PET,Chabuka et al. 2020,721.3,1712.5,1242.0,1.0,0.692856493,0.671140153
PET,Chabuka et al. 2020,721.3,1712.5,1242.0,1.0,0.954055062,0.874532599
PET,Chabuka et al. 2020,721.3,1712.5,1238.1,1.0,0.759908149,0.721742432
PET,Chabuka et al. 2020,1712.5,721.3,1242.0,1.0,0.973545669,0.891603469
PET,Chabuka et al. 2020,721.3,1712.5,1242.0,1.0,0.960516623,0.861729461
PET,Chabuka et al. 2020,1712.5,721.3,1242.0,1.0,0.986931277,0.913906664
PET,Chabuka et al. 2020,721.3,1238.1,1712.5,1.0,0.999737779,0.935687086
PET,Chabuka et al. 2020,1236.2,721.3,1712.5,1.0,0.968930596,0.901532099
PET,Chabuka et al. 2020,721.3,1238.1,1712.5,1.0,0.761673357,0.680839497
PET,Chabuka et al. 2020,1712.5,721.3,1242.0,1.0,0.997281742,0.923908969
PET,Chabuka et al. 2020,721.3,1234.2,1089.6,1.0,0.460948856,0.378750586
PET,Chabuka et al. 2020,721.3,1712.5,1240.0,1.0,0.828175572,0.819941225
PET,Chabuka et al. 2020,1712.5,721.3,1243.9,1.0,0.974434745,0.863690454
PET,Chabuka et al. 2020,721.3,1236.2,1712.5,1.0,0.946940679,0.881915336
PET,Chabuka et al. 2020,721.3,1712.5,1242.0,1.0,0.97977237,0.915969406
PET,Chabuka et al. 2020,721.3,1712.5,1240.0,1.0,0.882247175,0.835668469
PET,Chabuka et al. 2020,721.3,1712.5,1242.0,1.0,0.965663343,0.876624146
PET,Chabuka et al. 2020,1712.5,721.3,1243.9,1.0,0.971567659,0.80630919
PET,Chabuka et al. 2020,721.3,1712.5,1243.9,1.0,0.984670567,0.860501837
PET,Chabuka et al. 2020,1712.5,721.3,1243.9,1.0,0.99828534,0.855639522
PET,Chabuka et al. 2020,721.3,1712.5,1243.9,1.0,0.994711556,0.857790752
PET,Chabuka et al. 2020,721.3,1712.5,1242.0,1.0,0.724910843,0.677233813
PET,Chabuka et al. 2020,721.3,1712.5,1243.9,1.0,0.995699615,0.859276526
PET,Chabuka et al. 2020,721.3,1712.5,1240.0,1.0,0.958682893,0.887211341
PET,Chabuka et al. 2020,721.3,1712.5,1243.9,1.0,0.956176797,0.829251196
PET,Chabuka et al. 2020,721.3,1712.5,1243.9,1.0,0.9733673,0.855105167
PET,Chabuka et al. 2020,721.3,1712.5,1242.0,1.0,0.930340374,0.808345483
PET,Chabuka et al. 2020,721.3,1236.2,1714.4,1.0,0.664167366,0.574603434
PET,Chabuka et al. 2020,721.3,1712.5,1240.0,1.0,0.963701028,0.871619114
PET,Chabuka et al. 2020,1712.5,721.3,1240.0,1.0,0.978748192,0.890318163
PET,Chabuka et al. 2020,1712.5,721.3,1242.0,1.0,0.972773215,0.836202169
PET,Chabuka et al. 2020,721.3,1712.5,1240.0,1.0,0.920674835,0.853468289
PET,Chabuka et al. 2020,1712.5,721.3,1242.0,1.0,0.965750472,0.835258665
PET,Chabuka et al. 2020,1712.5,721.3,1242.0,1.0,0.968680677,0.947358851
PET,Chabuka et al. 2020,1712.5,721.3,1243.9,1.0,0.988204314,0.83762081
PET,Chabuka et al. 2020,1712.5,721.3,1243.9,1.0,0.959470616,0.83351723
PET,Chabuka et al. 2020,1712.5,721.3,1240.0,1.0,0.975780776,0.931327021
PET,Chabuka et al. 2020,1712.5,721.3,1240.0,1.0,0.989826694,0.904330354
PET,Chabuka et al. 2020,721.3,1712.5,1240.0,1.0,0.955874351,0.89217983
PET,Chabuka et al. 2020,721.3,1712.5,1240.0,1.0,0.991944209,0.913804416
PET,Chabuka et al. 2020,721.3,1712.5,1242.0,1.0,0.755254049,0.692333909
PET,Chabuka et al. 2020,721.3,1712.5,1242.0,1.0,0.929047477,0.860427224
PET,Chabuka et al. 2020,721.3,1712.5,1242.0,1.0,0.989366268,0.86028935
PET,Chabuka et al. 2020,1712.5,721.3,1242.0,1.0,0.99194689,0.874266
PET,Chabuka et al. 2020,721.3,1712.5,1238.1,1.0,0.910932694,0.843290983
PET,Chabuka et al. 2020,723.2,1714.4,1240.0,1.0,0.809938481,0.753057122
PET,Chabuka et al. 2020,723.2,1238.1,1714.4,1.0,0.751514458,0.719165597
PET,Chabuka et al. 2020,723.2,1207.2,1234.2,1.0,0.634936198,0.631820518
PET,Chabuka et al. 2020,723.2,1238.1,1714.4,1.0,0.80461911,0.8001933
PET,Chabuka et al. 2020,723.2,1714.4,1238.1,1.0,0.886503833,0.784940696
PET,Chabuka et al. 2020,723.2,1716.4,1240.0,1.0,0.770608661,0.686161121
PET,Chabuka et al. 2020,1714.4,723.2,1240.0,1.0,0.964845776,0.853703126
PET,Chabuka et al. 2020,723.2,1714.4,1238.1,1.0,0.754297261,0.72948622
PET,Chabuka et al. 2020,721.3,1712.5,1240.0,1.0,0.808445282,0.780273856
PET,Chabuka et al. 2020,723.2,1238.1,1712.5,1.0,0.720298514,0.717920823
PET,Chabuka et al. 2020,723.2,1240.0,1714.4,1.0,0.74727366,0.700582953
PET,Chabuka et al. 2020,1205.3,723.2,1149.4,1.0,0.993730113,0.920374843
PET,Chabuka et al. 2020,1147.5,1203.4,796.5,1.0,0.746898902,0.444774841
PET,Chabuka et al. 2020,723.2,1209.2,796.5,1.0,0.755922285,0.689577581
PET,Chabuka et al. 2020,725.1,796.5,779.1,1.0,0.931499331,0.835337073
PET,Chabuka et al. 2020,723.2,1236.2,1716.4,1.0,0.666701507,0.598809738
PET,Chabuka et al. 2020,723.2,796.5,779.1,1.0,0.843614334,0.726705954
PET,Chabuka et al. 2020,1145.5,1201.5,798.4,1.0,0.864620514,0.489812085
PET,Chabuka et al. 2020,721.3,1712.5,1232.3,1.0,0.927706054,0.881789052
PET,Chabuka et al. 2020,1209.2,723.2,1712.5,1.0,0.938276585,0.743341396
PET,Chabuka et al. 2020,1203.4,1149.4,723.2,1.0,0.915613013,0.751847023
PET,Chabuka et al. 2020,721.3,1712.5,1228.5,1.0,0.734234566,0.699869211
PET,Chabuka et al. 2020,1205.3,1149.4,794.5,1.0,0.8555925,0.59206627
PET,Chabuka et al. 2020,1205.3,723.2,794.5,1.0,0.970463291,0.901118281
PET,Chabuka et al. 2020,1149.4,1205.3,1540.9,1.0,0.847866666,0.505091399
PET,Chabuka et al. 2020,1147.5,1201.5,1095.4,1.0,0.941225557,0.69644354
PET,Chabuka et al. 2020,1147.5,1201.5,1097.3,1.0,0.855293479,0.491862807
PET,Chabuka et al. 2020,725.1,1716.4,1240.0,1.0,0.703855353,0.688247579
PET,Chabuka et al. 2020,1149.4,1135.9,1205.3,1.0,0.968177533,0.811456034
PET,Chabuka et al. 2020,1205.3,1149.4,723.2,1.0,0.919552212,0.515574529
PET,Chabuka et al. 2020,1540.9,1151.3,1508.1,1.0,0.966675434,0.882006802
PET,Chabuka et al. 2020,723.2,1234.2,1716.4,1.0,0.628481673,0.499676945
PET,Chabuka et al. 2020,723.2,1209.2,1716.4,1.0,0.763481495,0.615664053
PET,Chabuka et al. 2020,1147.5,1203.4,723.2,1.0,0.968851769,0.787618935
PET,Chabuka et al. 2020,1149.4,1203.4,723.2,1.0,0.878468721,0.508371884
PET,Chabuka et al. 2020,1149.4,1205.3,723.2,1.0,0.982535098,0.568159573
