Sample Name,Source,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
PET,Chabuka et al. 2020,721.3,1095.4,1242.0,1712.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,1097.3,1243.9,1712.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,1093.5,1240.0,1712.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,1097.3,1243.9,1712.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,1097.3,1243.9,1712.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,1095.4,1242.0,1712.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,1087.7,1236.2,1714.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,1095.4,1240.0,1712.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,1093.5,1240.0,1712.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,1097.3,1242.0,1712.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,1093.5,1240.0,1712.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,1095.4,1242.0,1712.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,1095.4,1242.0,1712.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,1097.3,1243.9,1712.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,1097.3,1243.9,1712.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,1093.5,1240.0,1712.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,1093.5,1240.0,1712.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,1093.5,1240.0,1712.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,1093.5,1240.0,1712.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,1095.4,1242.0,1712.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,1095.4,1242.0,1712.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,1095.4,1242.0,1712.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,1095.4,1242.0,1712.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,1089.6,1238.1,1712.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,723.2,1091.5,1240.0,1714.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,723.2,1091.5,1238.1,1714.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,723.2,1093.5,1149.4,1207.2,1234.2,1716.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,723.2,1093.5,1238.1,1714.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,723.2,1091.5,1238.1,1714.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,723.2,1240.0,1716.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,723.2,1091.5,1240.0,1714.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,723.2,1091.5,1238.1,1714.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,1089.6,1240.0,1712.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,723.2,1091.5,1238.1,1712.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,723.2,1093.5,1240.0,1714.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,723.2,781.0,796.5,837.0,840.8,871.7,1149.4,1205.3,1720.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,1147.5,1203.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,723.2,796.5,871.7,1151.3,1209.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,725.1,779.1,796.5,873.6,1087.7,1151.3,1209.2,1234.2,1454.1,1718.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,723.2,794.5,871.7,1087.7,1236.2,1716.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,723.2,779.1,796.5,873.6,1078.0,1209.2,1234.2,1714.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,1145.5,1201.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,871.7,1087.7,1232.3,1712.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,723.2,792.6,837.0,871.7,1091.5,1151.3,1209.2,1712.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,723.2,1093.5,1120.5,1149.4,1203.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,792.6,840.8,869.8,1228.5,1712.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,781.0,794.5,1149.4,1205.3,1716.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,723.2,781.0,794.5,838.9,869.8,1149.4,1205.3,1716.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,1095.4,1149.4,1205.3,1540.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,727.0,1095.4,1147.5,1201.5,1718.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,1147.5,1201.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,725.1,1240.0,1716.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,1135.9,1149.4,1205.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,723.2,1149.4,1205.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,1083.8,1089.6,1097.3,1101.2,1120.5,1151.3,1203.4,1209.2,1457.9,1508.1,1521.6,1540.9,1558.2,1650.8,1683.6,1699.0,1716.4,2341.2,2364.3,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,723.2,1234.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,723.2,871.7,1091.5,1151.3,1209.2,1716.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,723.2,1093.5,1147.5,1203.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,723.2,1149.4,1203.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,723.2,1149.4,1205.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,723.2,792.6,1232.3,1712.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,725.1,1095.4,1147.5,1203.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,1147.5,1203.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,1147.5,1201.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,1095.4,1242.0,1710.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,1091.5,1238.1,1712.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,1093.5,1240.0,1712.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,1095.4,1242.0,1710.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,1091.5,1238.1,1710.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,1091.5,1238.1,1710.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,1095.4,1240.0,1712.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,1095.4,1242.0,1712.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,1091.5,1238.1,1710.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,1091.5,1238.1,1708.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,1091.5,1238.1,1708.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,1238.1,1708.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,1089.6,1236.2,1706.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,719.3,1093.5,1238.1,1708.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,1093.5,1240.0,1708.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,1234.2,1699.0,2360.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,1093.5,1240.0,1706.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,1091.5,1238.1,1710.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,1091.5,1238.1,1712.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,1234.2,1685.5,1700.9,1716.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,1089.6,1236.2,1706.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,1095.4,1118.5,1242.0,1712.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,1236.2,1708.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,1087.7,1236.2,1706.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,1091.5,1238.1,1708.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,1091.5,1238.1,1708.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,1087.7,1236.2,1706.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,1236.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,719.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PET,Chabuka et al. 2020,721.3,871.7,1095.4,1242.0,1687.4,1714.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 2 polybutadiene,Primpke et al. 2018,906.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acrylonitrile butadiene styrene,Primpke et al. 2018,1724.4,1246.0,1161.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acrylonitrile butadiene styrene,Primpke et al. 2018,1076.3,462.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fibre acetate,Primpke et al. 2018,1735.9,1217.1,1031.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acrylonitrile butadiene,Primpke et al. 2018,970.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
algae desmarestia viridis,Primpke et al. 2018,1084.0,615.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
algae fucus serratus,Primpke et al. 2018,1635.6,1076.3,1020.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
algae laminaria digita and hyperborea,Primpke et al. 2018,1080.1,1024.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
algae laminaria sacharina,Primpke et al. 2018,1614.4,1604.8,1082.1,1053.1,1022.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alginic acid  sodium salt,Primpke et al. 2018,1595.1,1408.0,1082.1,1026.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fur alpaca,Primpke et al. 2018,1627.9,1518.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyethylene wax oxidized,Primpke et al. 2018,2916.4,2848.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyethylene wax,Primpke et al. 2018,2916.4,2848.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyethylene wax,Primpke et al. 2018,2916.4,2848.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fur angora rabbit,Primpke et al. 2018,1635.6,1527.6,1516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
broodcomb,Primpke et al. 2018,2916.4,2848.8,1049.3,1030.0,1012.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amber,Primpke et al. 2018,1722.4,1710.9,1680.0,1666.5,1660.7,1230.6,1163.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyester epoxide,Primpke et al. 2018,1716.6,1263.4,1246.0,1114.8,1099.4,1018.4,727.2,607.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
epoxide resin,Primpke et al. 2018,1716.6,1261.4,1246.0,1114.8,1099.4,1018.4,725.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyester,Primpke et al. 2018,1716.6,1263.4,1244.1,1114.8,1097.5,1018.4,725.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyester epoxide,Primpke et al. 2018,1716.6,1261.4,1246.0,1114.8,1099.4,1018.4,725.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyhydroxybutyric acid,Primpke et al. 2018,1720.5,1274.9,1261.4,1180.4,1130.3,1055.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butyl methacrylate isobutyl methacrolate,Primpke et al. 2018,1722.4,1143.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fur camel,Primpke et al. 2018,1631.8,1516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wool cashmere crossbred,Primpke et al. 2018,1629.8,1527.6,1516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wool cashmere kasakhstan,Primpke et al. 2018,1629.8,1525.7,1518.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wool cashmere mongolia,Primpke et al. 2018,1631.8,1516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fur cat european shorthair,Primpke et al. 2018,1633.7,1525.7,1516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cellulose,Primpke et al. 2018,1105.2,1053.1,1030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cellulose acetate,Primpke et al. 2018,1735.9,1217.1,1031.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cellulose acetate butyrate,Primpke et al. 2018,1739.8,1220.9,1037.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cellulose,Primpke et al. 2018,1018.4,995.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cellulose triacetate,Primpke et al. 2018,1737.9,1213.2,1031.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cellulose propionate,Primpke et al. 2018,1739.8,1159.2,1060.8,1026.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chitin crangon antonia,Primpke et al. 2018,1639.5,1518.0,1392.6,1371.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chitin from crustacean shells,Primpke et al. 2018,1620.2,1554.6,1377.2,1066.6,1022.3,1010.7,561.3,528.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chitin cancer pagurus,Primpke et al. 2018,1398.4,871.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fibre cocoanut,Primpke et al. 2018,1031.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copolyamide,Primpke et al. 2018,2918.3,1635.6,1539.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copolyamide,Primpke et al. 2018,2918.3,1635.6,1539.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copolyester,Primpke et al. 2018,1710.9,1269.2,1232.5,1099.4,725.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copolyester,Primpke et al. 2018,1710.9,1269.2,1230.6,1099.4,725.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copolyester,Primpke et al. 2018,1710.9,1269.2,1230.6,1099.4,725.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fibre cotton combers,Primpke et al. 2018,1107.1,1053.1,1030.0,1001.1,985.6,557.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fibre cotton US pima,Primpke et al. 2018,1105.2,1053.1,1030.0,1003.0,985.6,557.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fibre cotton uzbekistan,Primpke et al. 2018,1105.2,1053.1,1030.0,1001.1,985.6,557.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fur cow,Primpke et al. 2018,1633.7,1533.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crangon  chitin exuvie,Primpke et al. 2018,1643.3,1519.9,1371.4,1035.8,557.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyethylene wax,Primpke et al. 2018,2914.4,2848.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyethylene wax,Primpke et al. 2018,2916.4,2848.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyethylene wax oxidized,Primpke et al. 2018,2916.4,2848.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sealing ring EPDM,Primpke et al. 2018,2920.2,2850.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sealing ring EPDM,Primpke et al. 2018,2920.2,2850.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sealing ring Gardena 1124 large,Primpke et al. 2018,2918.3,2848.8,1018.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sealing ring Gardena 1124 small,Primpke et al. 2018,2918.3,2850.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sealing ring Gardena 2824 large,Primpke et al. 2018,2918.3,1018.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sealing ring Gardena 2824 small,Primpke et al. 2018,2920.2,2850.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sealing ring Gardena 2824 medium,Primpke et al. 2018,2918.3,1016.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fur dog,Primpke et al. 2018,1631.8,1523.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
honeycomb,Primpke et al. 2018,2916.4,2848.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polystyrene expanded,Primpke et al. 2018,696.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copolyester,Primpke et al. 2018,1710.9,1267.2,1251.8,1118.7,1101.3,727.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copolyester,Primpke et al. 2018,1710.9,1267.2,1251.8,1118.7,1101.3,727.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
silicone rubber,Primpke et al. 2018,1006.8,785.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polystyrene expanded,Primpke et al. 2018,696.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ethyl cellulose,Primpke et al. 2018,1053.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ethylene acrylic acid,Primpke et al. 2018,2916.4,2848.8,1701.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ethylene ethyl acrylate,Primpke et al. 2018,2916.4,2848.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ethylene methacrylic acid,Primpke et al. 2018,2916.4,2848.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ethylene propylene,Primpke et al. 2018,2918.3,2848.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
